Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6862.80 Mobile Safari/537.36 Telegram-Android/11.2.5 (Realme RMX3312; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6897.96 Mobile Safari/537.36 Telegram-Android/11.1.8 (Huawei MED-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6836.82 Mobile Safari/537.36 Telegram-Android/11.1.9 (OPPO PDEM10; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6761.87 Mobile Safari/537.36 Telegram-Android/11.3.0 (OPPO CPH2461; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6727.62 Mobile Safari/537.36 Telegram-Android/11.1.5 (Realme RMX3687; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6885.74 Mobile Safari/537.36 Telegram-Android/11.0.8 (vivo V2245A; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6770.94 Mobile Safari/537.36 Telegram-Android/11.0.8 (Realme RMX3701; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6815.58 Mobile Safari/537.36 Telegram-Android/11.2.3 (Samsung SM-F731B; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6787.74 Mobile Safari/537.36 Telegram-Android/11.1.0 (Google GB7N6; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6798.32 Mobile Safari/537.36 Telegram-Android/11.1.1 (AT&T A526U; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6782.35 Mobile Safari/537.36 Telegram-Android/11.0.2 (Lenovo TB570K; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6892.57 Mobile Safari/537.36 Telegram-Android/11.2.9 (Lenovo L79031; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6853.69 Mobile Safari/537.36 Telegram-Android/11.1.4 (Google GFE4J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6892.34 Mobile Safari/537.36 Telegram-Android/11.2.5 (Lenovo L72581; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6831.94 Mobile Safari/537.36 Telegram-Android/11.2.2 (ASUS ASUS_I002D; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6737.50 Mobile Safari/537.36 Telegram-Android/11.1.5 (ASUS ASUS_I002DB; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6768.33 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus CPH2419; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6881.52 Mobile Safari/537.36 Telegram-Android/11.2.5 (AT&T A536U; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6831.74 Mobile Safari/537.36 Telegram-Android/11.1.1 (OPPO PDCM00; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6726.57 Mobile Safari/537.36 Telegram-Android/11.0.5 (OnePlus CPH2399; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6814.41 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei DEV-LX9; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6826.78 Mobile Safari/537.36 Telegram-Android/11.1.0 (vivo V2218A; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6886.37 Mobile Safari/537.36 Telegram-Android/11.2.7 (AT&T A526U; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6840.61 Mobile Safari/537.36 Telegram-Android/11.0.1 (Huawei CET-LX9; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6888.70 Mobile Safari/537.36 Telegram-Android/11.0.0 (Samsung SM-S906B; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6768.33 Mobile Safari/537.36 Telegram-Android/11.1.6 (Huawei PAL-AL00; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6722.80 Mobile Safari/537.36 Telegram-Android/11.2.4 (Lenovo XT2427-2; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6811.76 Mobile Safari/537.36 Telegram-Android/11.0.8 (AT&T A146U; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6829.51 Mobile Safari/537.36 Telegram-Android/11.2.2 (OnePlus NE2211; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6858.62 Mobile Safari/537.36 Telegram-Android/11.1.5 (Lenovo TB450K; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6810.77 Mobile Safari/537.36 Telegram-Android/11.1.8 (vivo V2207; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6810.78 Mobile Safari/537.36 Telegram-Android/11.2.7 (AT&T A146U; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6795.39 Mobile Safari/537.36 Telegram-Android/11.0.2 (ASUS ASUS_X00TD; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6795.93 Mobile Safari/537.36 Telegram-Android/11.0.3 (ZTE P892N22; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6706.88 Mobile Safari/537.36 Telegram-Android/11.0.8 (OnePlus CPH2419; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6810.71 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X6810; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6899.89 Mobile Safari/537.36 Telegram-Android/11.1.0 (OPPO PFFM10; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6717.63 Mobile Safari/537.36 Telegram-Android/11.1.0 (vivo V2241A; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6723.68 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X6819; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6718.50 Mobile Safari/537.36 Telegram-Android/11.0.3 (vivo V2206; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6853.67 Mobile Safari/537.36 Telegram-Android/11.2.3 (Huawei MGA-LX9; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6764.38 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I002D; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6761.70 Mobile Safari/537.36 Telegram-Android/11.0.6 (Xiaomi 2305EPA48C; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6740.43 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71061; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6869.79 Mobile Safari/537.36 Telegram-Android/11.0.5 (Lenovo L71091; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6742.48 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei MED-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6778.74 Mobile Safari/537.36 Telegram-Android/11.0.9 (ZTE NX669J; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6798.65 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3687; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6875.57 Mobile Safari/537.36 Telegram-Android/11.1.5 (Huawei MGA-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6856.34 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX666J; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6871.96 Mobile Safari/537.36 Telegram-Android/11.0.8 (OPPO CPH2459; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6797.66 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X6827; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6797.46 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus LE2101; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6733.52 Mobile Safari/537.36 Telegram-Android/11.0.7 (vivo V2164A; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6756.60 Mobile Safari/537.36 Telegram-Android/11.0.4 (AT&T G767U; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6815.58 Mobile Safari/537.36 Telegram-Android/11.0.9 (ASUS ASUS_X00TD; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6751.49 Mobile Safari/537.36 Telegram-Android/11.0.8 (OnePlus CPH2399; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6785.32 Mobile Safari/537.36 Telegram-Android/11.1.7 (Lenovo L71122; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6784.32 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_I002DB; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6706.87 Mobile Safari/537.36 Telegram-Android/11.2.5 (OnePlus CPH2413; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6827.62 Mobile Safari/537.36 Telegram-Android/11.2.2 (Samsung SM-A042F; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6824.58 Mobile Safari/537.36 Telegram-Android/11.2.6 (Google GP4BC; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6875.95 Mobile Safari/537.36 Telegram-Android/11.0.5 (Google GX7AS; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6779.33 Mobile Safari/537.36 Telegram-Android/11.2.3 (ASUS ASUS_I002D; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6725.48 Mobile Safari/537.36 Telegram-Android/11.2.8 (Lenovo TB571K; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6871.73 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2211133C; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6877.87 Mobile Safari/537.36 Telegram-Android/11.0.1 (Lenovo L71122; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6748.92 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2305EPA48C; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6860.57 Mobile Safari/537.36 Telegram-Android/11.1.8 (OPPO PDEM10; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6819.76 Mobile Safari/537.36 Telegram-Android/11.1.5 (Samsung SM-S918N; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6763.76 Mobile Safari/537.36 Telegram-Android/11.2.8 (Huawei PAL-L29; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6706.31 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google GP4BC; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; R) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6779.44 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T G998U; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6747.64 Mobile Safari/537.36 Telegram-Android/11.1.4 (OnePlus CPH2399; Android 14; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6870.91 Mobile Safari/537.36 Telegram-Android/11.3.0 (Google GFE4J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6792.60 Mobile Safari/537.36 Telegram-Android/11.1.4 (Huawei DVC-LX9; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6818.50 Mobile Safari/537.36 Telegram-Android/11.3.0 (OnePlus PGZ110; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6750.86 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_X00TD; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6859.99 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-S916N; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6796.99 Mobile Safari/537.36 Telegram-Android/11.2.1 (ZTE NX701J; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6847.53 Mobile Safari/537.36 Telegram-Android/11.2.4 (Xiaomi 2211133C; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6700.99 Mobile Safari/537.36 Telegram-Android/11.0.7 (vivo V2202A; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6798.50 Mobile Safari/537.36 Telegram-Android/11.2.4 (Huawei JLN-LX9; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6766.53 Mobile Safari/537.36 Telegram-Android/11.1.2 (ASUS ASUS_I004B; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6817.34 Mobile Safari/537.36 Telegram-Android/11.3.0 (ASUS ASUS_X00TD; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6888.47 Mobile Safari/537.36 Telegram-Android/11.2.5 (Realme RMX3686; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6824.76 Mobile Safari/537.36 Telegram-Android/11.1.7 (Huawei DEV-LX9; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6784.59 Mobile Safari/537.36 Telegram-Android/11.3.0 (ZTE NX729J; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6824.87 Mobile Safari/537.36 Telegram-Android/11.2.1 (ASUS ASUS_I004B; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6797.85 Mobile Safari/537.36 Telegram-Android/11.1.5 (AT&T A536U; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6772.37 Mobile Safari/537.36 Telegram-Android/11.1.6 (OnePlus CPH2399; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6843.94 Mobile Safari/537.36 Telegram-Android/11.3.0 (Xiaomi 2301BPN27C; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6793.47 Mobile Safari/537.36 Telegram-Android/11.0.2 (ZTE NX679J; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6841.38 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3312; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6863.89 Mobile Safari/537.36 Telegram-Android/11.3.0 (Huawei MGA-LX9; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6739.46 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo TB450K; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; A) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6822.37 Mobile Safari/537.36 Telegram-Android/11.1.3 (OnePlus CPH2413; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6825.83 Mobile Safari/537.36 Telegram-Android/11.0.5 (Xiaomi 2301BPN27C; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6792.67 Mobile Safari/537.36 Telegram-Android/11.2.1 (OnePlus NE2211; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6881.49 Mobile Safari/537.36 Telegram-Android/11.2.0 (Huawei PPA-LX9; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6839.62 Mobile Safari/537.36 Telegram-Android/11.1.7 (Google G8VOU; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6858.73 Mobile Safari/537.36 Telegram-Android/11.3.0 (AT&T A042U; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 14; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6754.72 Mobile Safari/537.36 Telegram-Android/11.1.1 (ASUS ASUS_I002DB; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6732.31 Mobile Safari/537.36 Telegram-Android/11.0.4 (OPPO PERM00; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6880.65 Mobile Safari/537.36 Telegram-Android/11.2.4 (Samsung SM-A546B; Android 13; SDK 34; MEDIUM)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.6733.95 Mobile Safari/537.36 Telegram-Android/11.3.0 (Realme RMX3701; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6865.66 Mobile Safari/537.36 Telegram-Android/11.0.7 (ASUS ASUS_X00TD; Android 14; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6800.57 Mobile Safari/537.36 Telegram-Android/11.0.6 (Samsung SM-A336B; Android 14; SDK 35; LOW)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6726.47 Mobile Safari/537.36 Telegram-Android/11.2.1 (Huawei NOH-NX9; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6812.77 Mobile Safari/537.36 Telegram-Android/11.0.4 (ZTE NX719J; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6731.99 Mobile Safari/537.36 Telegram-Android/11.1.8 (AT&T A042U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 13; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6778.41 Mobile Safari/537.36 Telegram-Android/11.2.0 (AT&T G767U; Android 13; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 14; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6882.63 Mobile Safari/537.36 Telegram-Android/11.0.5 (Samsung SM-A546B; Android 14; SDK 35; MEDIUM)
Mozilla/5.0 (Linux; Android 13; H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6865.53 Mobile Safari/537.36 Telegram-Android/11.3.0 (Samsung SM-A736B; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 13; T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.6725.71 Mobile Safari/537.36 Telegram-Android/11.0.8 (vivo V2219A; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 13; E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6722.81 Mobile Safari/537.36 Telegram-Android/11.3.0 (Infinix X669; Android 13; SDK 33; LOW)
Mozilla/5.0 (Linux; Android 13; B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.6774.84 Mobile Safari/537.36 Telegram-Android/11.0.7 (Xiaomi 22081212C; Android 13; SDK 33; MEDIUM)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6775.49 Mobile Safari/537.36 Telegram-Android/11.1.6 (Infinix X6810; Android 14; SDK 35; HIGH)
Mozilla/5.0 (Linux; Android 13; S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6789.67 Mobile Safari/537.36 Telegram-Android/11.3.0 (Lenovo L71091; Android 13; SDK 33; HIGH)
Mozilla/5.0 (Linux; Android 14; L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6812.75 Mobile Safari/537.36 Telegram-Android/11.1.3 (Realme RMX3702; Android 14; SDK 34; HIGH)
Mozilla/5.0 (Linux; Android 13; F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6713.67 Mobile Safari/537.36 Telegram-Android/11.2.3 (AT&T A042U; Android 13; SDK 34; LOW)
Mozilla/5.0 (Linux; Android 14; D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.6874.72 Mobile Safari/537.36 Telegram-Android/11.0.3 (AT&T G767U; Android 14; SDK 34; HIGH)
